Epoch,loss,accuracy,val_loss,val_accuracy
0,3.8910999298095703,0.3203296661376953,3.2628486156463623,0.3631039559841156
1,2.010080337524414,0.535897433757782,1.3361295461654663,0.6237188577651978
2,1.334347128868103,0.6364468932151794,0.8959203362464905,0.7306002974510193
3,1.014262318611145,0.711904764175415,0.7006159424781799,0.7891654372215271
4,0.8122707009315491,0.7554945349693298,0.5753846764564514,0.8213762640953064
5,0.6445027589797974,0.7886446714401245,0.4904243052005768,0.8404099345207214
6,0.5512407422065735,0.8216117024421692,0.4343958795070648,0.8579794764518738
7,0.46879979968070984,0.8421245217323303,0.38922345638275146,0.8770132064819336
8,0.4058532118797302,0.867399275302887,0.35433509945869446,0.8843338489532471
9,0.34929198026657104,0.8761904835700989,0.33286333084106445,0.8872621059417725
10,0.32065048813819885,0.8926739692687988,0.2997291684150696,0.8960468769073486
11,0.2691003680229187,0.9056776762008667,0.2695634961128235,0.9165446758270264
12,0.22933585941791534,0.9177655577659607,0.25679242610931396,0.913616418838501
13,0.2278386503458023,0.9194139242172241,0.24859179556369781,0.9194729328155518
14,0.19451560080051422,0.9300366044044495,0.23052415251731873,0.9297218322753906
15,0.18124930560588837,0.9395604133605957,0.21806813776493073,0.9311859607696533
16,0.1718563437461853,0.94029301404953,0.20660234987735748,0.9385066032409668
17,0.15461382269859314,0.9479853510856628,0.2087717354297638,0.9341142177581787
18,0.13588275015354156,0.9575091600418091,0.2002902328968048,0.9428989887237549
19,0.12071766704320908,0.9615384340286255,0.18524040281772614,0.9458272457122803
20,0.11039472371339798,0.9661172032356262,0.18035690486431122,0.9487555027008057
21,0.09895975142717361,0.9677655696868896,0.17590978741645813,0.9531478881835938
22,0.09289061278104782,0.9705128073692322,0.17994780838489532,0.951683759689331
23,0.08449164032936096,0.9734432101249695,0.16665129363536835,0.951683759689331
24,0.07193039357662201,0.978205144405365,0.16696369647979736,0.9546120166778564
25,0.07270639389753342,0.9752747416496277,0.15528270602226257,0.9546120166778564
26,0.06574809551239014,0.9796703457832336,0.1613428145647049,0.9531478881835938
27,0.06386207789182663,0.9794871807098389,0.15665499866008759,0.9531478881835938
28,0.0652732327580452,0.9807692170143127,0.14785026013851166,0.9560761451721191
29,0.0519564189016819,0.9862637519836426,0.1487005650997162,0.9546120166778564
30,0.05159396305680275,0.9860805869102478,0.1501600742340088,0.9590044021606445
31,0.04592353478074074,0.9862637519836426,0.14963778853416443,0.9560761451721191
32,0.041887316852808,0.9882783889770508,0.14583510160446167,0.9575402736663818
33,0.04195728525519371,0.9882783889770508,0.1443098932504654,0.9604685306549072
34,0.0343930684030056,0.9910256266593933,0.1387825608253479,0.9633967876434326
35,0.03810378536581993,0.9886446595191956,0.134693905711174,0.9575402736663818
36,0.03164539858698845,0.992490828037262,0.13553643226623535,0.9590044021606445
37,0.039684850722551346,0.9890109896659851,0.12723542749881744,0.9677891731262207
38,0.027718596160411835,0.9917582273483276,0.13316982984542847,0.9590044021606445
39,0.03151005879044533,0.9908424615859985,0.12723959982395172,0.9590044021606445
40,0.025459712371230125,0.9939560294151306,0.13014517724514008,0.9604685306549072
41,0.02669188752770424,0.9941391944885254,0.13006725907325745,0.9590044021606445
42,0.02408442832529545,0.9932234287261963,0.1370866447687149,0.9590044021606445
43,0.02345585823059082,0.9934065937995911,0.1319393515586853,0.9590044021606445
44,0.023693524301052094,0.9939560294151306,0.1342587172985077,0.9590044021606445
45,0.02089226059615612,0.9945054650306702,0.1304437667131424,0.9590044021606445
46,0.018152985721826553,0.995604395866394,0.13084402680397034,0.9604685306549072
47,0.018683284521102905,0.9957875609397888,0.13439251482486725,0.9575402736663818
48,0.02007090114057064,0.9946886301040649,0.13141830265522003,0.9604685306549072
49,0.02089301124215126,0.9939560294151306,0.13209624588489532,0.9619326591491699
50,0.0139199523255229,0.9968864321708679,0.13562582433223724,0.9619326591491699
51,0.01498617697507143,0.9965201616287231,0.12418162077665329,0.9692533016204834
52,0.018350206315517426,0.9952380657196045,0.1272667944431305,0.9633967876434326
53,0.012278499081730843,0.997802197933197,0.13012447953224182,0.966325044631958
54,0.012547595426440239,0.9968864321708679,0.13603489100933075,0.9590044021606445
55,0.014360268600285053,0.995604395866394,0.13442623615264893,0.9648609161376953
56,0.015427591279149055,0.9963369965553284,0.12946687638759613,0.9633967876434326
57,0.012867532670497894,0.9968864321708679,0.1293005496263504,0.966325044631958
58,0.01193722989410162,0.9972527623176575,0.12880536913871765,0.9648609161376953
59,0.01156868040561676,0.9976190328598022,0.13136664032936096,0.9619326591491699
